"","YEAR","WEEK","AGE.0.4","AGE.5.24","AGE.25.49","AGE.25.64","AGE.50.64","AGE.65","ILITOTAL","TOTAL.PATIENTS","NUM..OF.PROVIDERS","X.UNWEIGHTED.ILI","X..WEIGHTED.ILI"
"405",2018,27,2009,1862,1299,"X",539,549,6258,760130,1780,0.82328,0.780203
"406",2018,28,1943,1901,1443,"X",627,587,6501,842647,1785,0.771497,0.725075
"407",2018,29,1741,1720,1290,"X",566,469,5786,818597,1748,0.706819,0.68247
"408",2018,30,1665,1643,1202,"X",524,463,5497,802300,1741,0.685155,0.640393
"409",2018,31,1618,1769,1246,"X",525,454,5612,816468,1724,0.687351,0.639127
"410",2018,32,1726,1784,1334,"X",541,476,5861,796621,1690,0.735733,0.705637
"411",2018,33,1986,2170,1387,"X",516,478,6537,810994,1725,0.806048,0.707801
"412",2018,34,2239,2468,1492,"X",609,515,7323,775731,1610,0.944013,0.822659
"413",2018,35,2445,2830,1638,"X",656,542,8111,844807,1681,0.960101,0.859864
"414",2018,36,2814,3343,1985,"X",767,621,9530,835027,1710,1.14128,1.10083
"415",2018,37,2773,3660,2112,"X",829,691,10065,876862,1708,1.14784,1.15323
"416",2018,38,3242,3949,2347,"X",922,729,11189,853109,1684,1.31156,1.20178
"417",2018,39,3481,4198,2488,"X",931,669,11767,933130,1710,1.26102,1.2498
"418",2018,40,4919,6370,3908,"X",1572,1308,18077,1267683,2611,1.42599,1.42895
"419",2018,41,5348,6306,4062,"X",1679,1331,18726,1267274,2648,1.47766,1.40871
"420",2018,42,5600,6822,4428,"X",1759,1403,20012,1256028,2621,1.59328,1.47643
"421",2018,43,6259,7529,4625,"X",1863,1452,21728,1257142,2676,1.72836,1.64485
"422",2018,44,6871,8262,4735,"X",1861,1457,23186,1256792,2662,1.84486,1.79499
"423",2018,45,7514,8463,4837,"X",1896,1458,24168,1250895,2669,1.93206,1.87391
"424",2018,46,7851,8137,5075,"X",2052,1491,24606,1172881,2661,2.09791,1.99781
"425",2018,47,8624,7236,5033,"X",2155,1708,24756,1026463,2616,2.41178,2.2491
"426",2018,48,8902,8827,6605,"X",2827,2086,29247,1298466,2662,2.25243,2.15357
"427",2018,49,8823,9371,6025,"X",2536,1874,28629,1235162,2655,2.31783,2.272
"428",2018,50,10172,11402,6834,"X",2873,1992,33273,1214003,2645,2.74077,2.64342
"429",2018,51,11497,12871,8142,"X",3393,2510,38413,1181677,2589,3.25072,3.14159
"430",2018,52,13618,12065,10365,"X",4528,3550,44126,1052620,2576,4.19202,3.96756
"431",2019,1,11708,9609,11434,"X",5242,4281,42274,1159195,2622,3.64684,3.46814
"432",2019,2,9371,10968,10516,"X",4901,3464,39220,1238757,2649,3.16608,3.1044
"433",2019,3,9612,14159,10059,"X",4262,2947,41039,1221562,2651,3.35955,3.31905
"434",2019,4,10690,16870,11255,"X",4485,2865,46165,1186913,2666,3.8895,3.78971
"435",2019,5,11515,22083,13071,"X",5112,3264,55045,1214176,2648,4.53353,4.33548
"436",2019,6,13762,29603,15767,"X",6186,4099,69417,1331946,2650,5.2117,4.85212
"437",2019,7,14132,29248,15963,"X",6353,4284,69980,1280752,2627,5.46398,5.07653
"438",2019,8,13462,26535,15759,"X",6154,4475,66385,1244237,2603,5.3354,4.93082
"439",2019,9,11446,23380,13871,"X",5735,4138,58570,1260177,2601,4.64776,4.59647
"440",2019,10,10934,21531,13021,"X",5355,4028,54869,1236523,2553,4.43736,4.40631
"441",2019,11,10608,19526,12420,"X",5307,4109,51970,1237179,2476,4.20069,4.30115
"442",2019,12,9023,15346,10254,"X",4305,3632,42560,1169053,2289,3.64055,3.80674
